ID,Original Text,Cleaned Text,target
ynat-v1_train_02165,프랑스 노딜 브렉시0 대>_본u화,프랑스 노딜 브렉시트 우려,6
ynat-v1_train_02166,NY{ot P말기S에 대해,"NYT, P말기S에 대한 기사",4
ynat-v1_train_02167,보수주의|rGo 2A가o는Nl엇인가…G&'W정B~번역출=,2A가 무엇인가?,0
ynat-v1_train_02168,"더민주·정의당P당 차원 ""대 난0WM천에서만D연대합의","더불어민주당·정의당, 난임 지원 연대 합의",2
ynat-v1_train_02172,2정16}검 $정!I,검정 결과 발표,2
ynat-v1_train_02173,부산H첫 `름다. 자성고20K철거작업 완c,"부산 H 첫 름다, 자성고 철거 작업 완료",3
ynat-v1_train_02176,46+ ]통 ?5분식%65|된 왕실다g…서울 노포 39곳 지도에,서울 노포 39곳 지도 공개,0
ynat-v1_train_02181,의심.자 -3에 귀가^생Z 돌<와 x교생.코로gcd사,"의심, 자살 원인 밝혀져",3
ynat-v1_train_02182,작`만 9/ iYA 외mF삼총TB5할 승률pcI9들,삼총사 승률 9할 돌파,1
ynat-v1_train_02185,삼성카S 송금업체 토스D .YH다…제! 카드도 출시,"삼성카드, 토스와 손잡고 카드 출시",5
ynat-v1_train_02188,진8n벚F+# [O3…s년 E}제까지Q반E반f종합,2023년까지 종합,0
ynat-v1_train_02189,"빌`클`E E발질 S""마케어2가장2미친h것jq선o점@+상종합","빌 클린턴, 마케팅 전략에 대해 비판받아",6
ynat-v1_train_02190,朴대통령 개%절G R의장 和가 으b…野LK불참종n,"박 대통령, R의장과 회담… 野 불참",2
ynat-v1_train_02192,f신증권I1분기 실o EI3]락-코_피 하락 압력 증가,"신증권 1분기 실적, 코스피 하락 압력 증가",5
ynat-v1_train_02194,"만화3b 스kB의 0,",만화 스kB 0점,0
ynat-v1_train_02198,:용}이 140년전 옥중에서 쓴g독립선5문 5 nW,140년 전 옥중에서 쓴 독립선언문 5문,0
ynat-v1_train_02199,에콰도C t가7상 반대 j업으로 이U째B혼란…%50명 연행,"에콰도르 시위 확산, 50명 연행",6
ynat-v1_train_02200,사진작T V중만 yv사진미술관 =t난 거;展,사진미술관 특별전 개최,0
ynat-v1_train_02202,실l나는 괴t에 8름>식은!…b포 5_$=험해b니,실험은 위험해.,4
ynat-v1_train_02203,이희i Z사d|*…가7A 세브란스병원p&기,세브란스병원 기부,2
ynat-v1_train_02205,최NA 멀티히트 l& 3출Z q약…탬파베이 4연패 탈출,"탬파베이, 4연패 탈출",1
ynat-v1_train_02207,조국U압수수색f검2와 통7 파장…한h·바(미래 &핵K진i ,"조국, 검찰과 파장…한·미 '미래 핵심' 진검승부",3
ynat-v1_train_02210,강릉원주대X개A일`3*#16일e 2주*연기,강릉원주대 개강 2주 연기,3
ynat-v1_train_02212,모리뉴 UEFA의 바일리 추가 징계는 정말 가혹,"모리뉴, UEFA 추가 징계에 ""가혹"" 반응",3
ynat-v1_train_02213,lBSU천진우 나|v학연구단zd,"천진우, IBS 학연구단 이끌다",4
ynat-v1_train_02214,HG8플러스 <Nx^H에5J5G htW ~스트 성공,"HG8 플러스, 스트 성공",4
ynat-v1_train_02215,경* 황0CL서 2i일8전국sC;리기3대회,경찰청 전국 사이버 리그 대회,0
ynat-v1_train_02219,게레u Y1K1에P 허탈한kf런더비 \I승A알론소/우승종`,"알론소, 우승 종료",1
ynat-v1_train_02222,cI그1[사령탑이 탐내C 선t는…이재성·이근호,사령탑이 탐내는 이재성·이근호,1
ynat-v1_train_02226,靑 이석수 +표 접수…당8 ~N하지M않을 H,"靑 이석수, 당 대표 표 접수",2
ynat-v1_train_02227,-Q6cW)대모비스AdF연승 td…KCC에 j패,"현대모비스, KCC에 승리",1
ynat-v1_train_02229,c흥민?m2트&C<A컵 A강서U3B리b g;v d돌,"손흥민, A매치서 강서구 3골 폭발",1
ynat-v1_train_02230,日ITPP1법안F각}H의Y의z pV국회Cn부,ITPP1 법안 국회 통과,6
ynat-v1_train_02232,캠: 송파_아시t선수- M파3[등i1Dl72D\V압류g산+T매,"캠 선수, M파3 등압류 산+T매",5
ynat-v1_train_02234,전화번호로NCSu삼9페  .c아서-간7W;nzd스,전화번호로 연락 가능,4
ynat-v1_train_02236,美 항e법원 O린 인터넷 명령 합a`Ay사들n*4,"미 법원, 인터넷 기업에 명령",6
ynat-v1_train_02237,n대통령 bT일부터 美핵g보X상hS i석NA핵제재 Q교,대통령 B일부터 美핵보고서상 핵제재 검토,2
ynat-v1_train_02239,조응천 IIG해 무c 얘기하-\입vtlF 아|U종4,"조응천 의원, IIG 관련 논란 언급",2
ynat-v1_train_02240,",식문W가 집적(Ef간A도서관의 [거·e재·미~",식문W가 집적된 도서관 개관,0
ynat-v1_train_02241,SKB+영w1)학zT:로그A 플레이송스 ~ jR,SKB 영어 학습: 로그 플레이송스,4
ynat-v1_train_02246,{시&라리( nK개 팀 8대D득점<금%탑…*울과&타이,"K개 팀 8대 득점, 금탑 울과 타이",1
ynat-v1_train_02247,61zpUX도j·환(f안전에 3년6Pk5조원4공급,안전에 3년간 5조원 투입,3
ynat-v1_train_02251,*자농구 !v은;4b리p는 챔프전서 @O은E t압,농구 챔피언십에서 압도적 승리,1
ynat-v1_train_02252,t스 정복한 _공:능 .둑은 8 늦D&,스 정복한 공룡: 능력 둑은 8 늦다,4
ynat-v1_train_02254,$T 화@;의 가a! 기업용7전D R시,T 화의 기업용 전략,5
ynat-v1_train_02255,"美여성 남편에 sY당첨""W가능 보여주^다 #F억P 덜컥 당첨","미국 여성, 남편에게 로또 당첨 선물",6
ynat-v1_train_02257,s위7G정청=추S안7ry내 1회 본회의 W과해야,"본회의, 1회 개최",2
ynat-v1_train_02259,서울은 Y쩌: 욕'을f0{하는 E!a F됐나,"서울, 폭우 피해 심각",3
ynat-v1_train_02260,화  Wz2풍XaS 전체로 확산…두 달 지속@20073 이`'G악,화염 전체로 확산…두 달 지속,0
ynat-v1_train_02261,S산C금정?? 2Dd7 역J문화8제}&일c개^,금정문화제 개최,0
ynat-v1_train_02262,여성등반가 rG8?소기 흡입력z로 33층 빌딩 올랐*,"여성 등반가, 흡입력 장비로 33층 빌딩 등반",5
ynat-v1_train_02264,완연한 !…충북 F1기8*1R∼EgI 큰 일CDf주의,"충북 F1 경기, 큰일주의",0
ynat-v1_train_02265,y아/ 기관 매수세Uy스피T장V 2G8(선 회O종합,"기관 매수세 유입, 증시 상승",5
ynat-v1_train_02266,박기yk7한항| 감독 0C O제 방심은 금물,"박기용 감독 ""방심은 금물""",1
ynat-v1_train_02268,UOz감독 스파[크 리 l럼프를 연쇄 살인마r 비유,,6
ynat-v1_train_02270,프로농구 8I타전 이P현드h팀이?~}…MVPf 3튼,프로농구 8강전 이현도 팀 MVP 3연패,1
ynat-v1_train_02271,{리M일상zLZ만나는s예술,일상 속 예술 만나기,0
ynat-v1_train_02274,학교1긴급돌< fV 시; >\x제4각$학부모*jO지P,"학교 긴급 돌발 상황, 학부모 주의",3
ynat-v1_train_02275,더*} ]i대+ 김현권!v원a}_대8*vdL줄!알았d ,"김현권 대표, ""줄 알았다""",2
ynat-v1_train_02278,4S아*2u득점7펄펄L도로공사X선두 .;'=& y고H4위 도약,"4S 득점 7점, 도로공사 선두 도약",1
ynat-v1_train_02283,최0웅-현대캐피탈 감j 이승원 Lu력 대단하다,"최웅, 현대캐피탈 이승원 감독 꺾고 승리",1
ynat-v1_train_02285,G미회담 D' 5정(39n길 \진b U|나b中 고위급l(류 {통 강조,"G20 정상회담, 통합 강조",2
ynat-v1_train_02286,"샤^ T;웨[6?용 파, 리i EX (/ 중 화U","샤워 용품 리콜, 중화",6
ynat-v1_train_02287,AS8 미 7q]Z포트 하<'평가Ox?F갤U>w aB 그쳐,AS8 포트 평가 갤러리 오픈,4
ynat-v1_train_02288,"\드컵 티켓 ""보 z륙별X경쟁 본격화…c시아 최소 b장5..","""드컵 티켓"" 보유, 6륙별 경쟁 본격화…시아 최소 b장 5..",1
ynat-v1_train_02290,교s대 청8 하|테크yV 조성 황새복x사^ W협,교대 청년 테크 조성 협약,3
ynat-v1_train_02291,!V산천?축x{연일 lR…'품권 6C5mX :통,연일 품귀 현상,0
ynat-v1_train_02292,ZZ땀 묻은K자동차 만-는데 방역장비 k어…[비=o노동실태,땀 묻은 자동차 만드는 노동 현실,3
ynat-v1_train_02293,"셀_리\U1C기P영 이x\vn20h억B…작년 }, 대+k5s.2J#종e",작년 20억 달러 매출 기록,5
ynat-v1_train_02294,국`계Y%58 수립에 {공지능 기v2도입한다,국가 인공지능 도입,4
ynat-v1_train_02295,공31  상에 H기침.Ux임9g6#오르나#촉U>Wq / Y,상황에 따라 오르나 촉,5
ynat-v1_train_02296,"b=빙 최강자는…>도T""국B양스포.대회 ?5V g막",빙 최강자는 도티?,1
ynat-v1_train_02297,PM대n&프e그2w대회서 서울- 3위·'Eg4!Y<위종합,"서울, PM대회서 3위",4
ynat-v1_train_02298,"국정원장q*병우 직보 ?혹 국장,감찰 조사$중속보","국정원장 직보, 감찰 조사 중",2
ynat-v1_train_02301,메츠 신더F드·u그V ]범경기 S뷔%서 강속구 O팡,"메츠, 범경기서 강속구 폭발",1
ynat-v1_train_02303,애플 아%폰X 공개re이스I%·OLE-디스Jj이 도입종합,"애플 아이폰X 공개, OLED 디스플레이 도입",4
ynat-v1_train_02304,명불@전 b기민…마린스키:왕9의\c격에0객석]4y,"명불허전, 마린스키 발레단의 압도적인 기량",0
ynat-v1_train_02306,갤0시S8 개통 이틀a에 주Y.재- 부족 (,갤럭시S8 개통 이틀 만에 재고 부족,4
ynat-v1_train_02307,"Z정,M양대 c#정보대학b O동y회장에,이w만|전Ko향a\ B장","Z정, M양대 C# 정보대학 회장 선출",3
ynat-v1_train_02308,"머리 맞s~경제,!리와 한국은행 총재","금리 인상, 경제 전망 주목",5
ynat-v1_train_02310,9H+R동엽문)상에 김:ㆍ김r},9H+R 동엽문 상에 김,0
ynat-v1_train_02312,朴P|+ 언론b담/B② 3V 대n5N만남^mE화@ z토,"朴 대통령, 3V 만남",2
ynat-v1_train_02313,f총리 국방과학연=소 Py…&가m보 L~0해달라,"총리, 국방과학연구소 지원 요청",2
ynat-v1_train_02314,C~피 하aw출발z후 상Y 전환S장\`20{fHS)V}합uh,출발 후 상황 전환,5
ynat-v1_train_02315,신/ 반K동RF 잃은g반려!을 2R 안.l,반려동물 잃어버렸습니다. 2시간 안에 찾아야 합니다.,0
ynat-v1_train_02316,WK리그 Mb x대제<1}6전서 %수원과 무d부종E,"WK리그, 수원과 무승부",1
ynat-v1_train_02317,"주택dY공사""신용회v지원자 전세특례보& j상S확]",주택 공사 신용회복 지원자 전세 특례 보상 확대,5
ynat-v1_train_02318,건$사1{호 의Gs캐B다 K뤼I 총리OV지2=야당)@뒤8,,6
ynat-v1_train_02320,與텃밭/부산 Z변0더G주 4곳이{ 앞서,"부산, 텃밭 4곳 '주차장' 변신",2
ynat-v1_train_02321,도박 R창진E전 농구감독ZZ죄C뒤집^ 2U *죄~&s...,"농구 감독, 도박 혐의 뒤집어",1
ynat-v1_train_02322,中허난성x {물열차 탈선해 주택 _L…h명 실종,"중국 허난성 열차 탈선, 주택 파손… 다수 실종",6
ynat-v1_train_02324,"8시d""품|코MD2m0 커Fr콜 ATM EvF 0F",ATM 이용 중 오류 발생,5
ynat-v1_train_02327,국회@w|q선{& 영4b\I·5박 Vo 프레임 버9야,국회 프레임 버전 9 발표,2
ynat-v1_train_02328,6총:-DF 중7민생예H)4p5천억…YU 빨리4처-해:,6천억 빨리 처리해야,2
ynat-v1_train_02332,국내 f업 2곳1랜섬}어 피C 신Y…`염 사UKmj많을a F~,국내 IT업체 2곳 랜섬웨어 공격 피해,4
ynat-v1_train_02333,"통일부 통R}"" 김정은 관전여&*c예단 어M3만w`대","김정은, 통일부 관전",2
ynat-v1_train_02334,CN+G美항3r@파 이란6k>60사일]이동 z4성 4보 #&,"CN·G 美 항공 3r@파 이란 6k>60사일 이동 z4성 4보 
->  **CN·G, 美 항공 3r@파 이란으로 이동**",6
ynat-v1_train_02335,_심3간 김K 상가에서 G…O점 6개 태워종합,김포 상가 6개 점포 화재,3
ynat-v1_train_02338," jR 헥터와]>별k세금 문제가)가"" 컸다","헥터, 세금 문제로 어려움 겪어",1
ynat-v1_train_02340,v9dT=]6대mj|o바Y러스 검* 키Z 개Q…3b도 n0/,,4
ynat-v1_train_02341,"오S 선+R*""y안 처리O9산…경IA= 혈투 D의5P+""","OS 선언, 혈투의 시작",3
ynat-v1_train_02343,C자dp교a청 by고 직e계고 인;*LQs교육9S2y억원 투n,"교육청, 직원에 92억원 투자",3
ynat-v1_train_02344,"파^·테6M%uoX쓰Ya대란.지b유vE0K@ 35 프랑5""비상","파테 35 프랑 ""비상""",6
ynat-v1_train_02348,Kl< 어린이9교X안전x#화…단속카메라ut로9펫8확-,어린이 교통 안전 단속 강화,3
ynat-v1_train_02351,우W^해빙 속@비y,해빙 속 비,0
ynat-v1_train_02352,FWCt20x8 삼성의 tR B법 m럭p19 언팩,삼성 갤럭시 언팩,4
ynat-v1_train_02353,5GX MES 플s폼이란,5GX MES 플랫폼이란?,4
ynat-v1_train_02355,m반기!가xZqK341원↑…2금융[ 고객 다O~은;으로,반기! 2금융 고객 다운으로,5
ynat-v1_train_02358,프로농구 현대모비q  b>프·존슨·쇼터 tn선수 구= 완료,"프로농구 현대모비스, 존슨·쇼터 영입 완료",1
ynat-v1_train_02359,"내m P월 D파트 2SZE여,> j|\P7년o에{xV",7월 파트 2,5
ynat-v1_train_02362,kJ인 4 ~k3강원도P$문,"강원도, 4.3 지진 발생",2
ynat-v1_train_02363,l.유플러스 5G 장비3 무' IPq^ UGD 시험 서비스m성c,유플러스 5G 장비 시험 서비스 개시,4
ynat-v1_train_02364,교육부교사노조연맹_본교E <%식,"교육부 교사노조 연맹, 본교 E",3
ynat-v1_train_02366,中매I6맞불N세K옹호&3국이 f인제공·Z반;; W비m,"중국, 3국에 맞불  핵 옹호",6
ynat-v1_train_02368,"한국노총 y주4p일자리y?Q하는E,주노(|;그6된 목_%","한국노총, 주 4일제 일자리 요구",3
ynat-v1_train_02371,현cj* 암fI방K지L하% 보험 출p,현재 보험 출시,5
ynat-v1_train_02372,美 中g위구르`탄압cN공…중국은 종w와 R쟁 중,,6
ynat-v1_train_02373,"S란e \시착한y,르웨이 여객l*제재탓 70일만b Bf(귀환",세월호 70일 만에 귀환,6
ynat-v1_train_02375,올림픽|N데월드몰 0니j컬링y경R s벤0 진행,올림픽 컬링 경기 진행,0
ynat-v1_train_02376,부0 제조업 경기전'지수 곤V)I…조선기자6P 역F 최악,제조업 경기 전망 악화…조선업 최악,5
ynat-v1_train_02378,중국의 해외투자 안전도I평가서 Z국 O위→=_위t추락,"중국 해외투자 안전도, Z국 위상 추락",6
ynat-v1_train_02379,"@해*dI) {어촌 마$ 1C4t0,에B광R역망4구축","어촌 마을, 광역망 구축",3
ynat-v1_train_02384,3중XQ4대사관 3안먼 시a 3K주V에 조기 게양,3중대사관 조기 게양,6
ynat-v1_train_02386,MWC1= -성]디스플레이에 지문인1O/은 +럭시xA50·A30 공개종합,MWC19: 갤럭시 A50·A30 공개,4
ynat-v1_train_02387,나사 목성의 L성 5로파서 2증기-발+q흔J 발z1보,"나사, 목성 위성 유로파에 증기 분출 확인",4
ynat-v1_train_02388,$니모리f종C회사~C 공장 신Z에 2S0억nkk자,C회사 공장 신설에 200억 투자,5
ynat-v1_train_02389,KT@94u.대역u서05GrJ트)크@a장 j증h성f,KT 대역폭 증설,4
ynat-v1_train_02390,한아세S 베{%I총7 한 베|남a관계4l상 |망,,6
ynat-v1_train_02392,w동부Q임금D체{A)n W-tV}|이율7:Ip 인하,동부 지역 금리 인하,5
ynat-v1_train_02393,zD노W {W2; 중k집#위,집값 상승,3
ynat-v1_train_02396,@로배구</K저축0z 코&@ 김(5·이강주TF.준 확정,"김준, 이강주TF 합류 확정",1
ynat-v1_train_02397,네이Du Ln데이E센터 9q?]1 본선 진출 L0개s 선정,데이E센터 본선 진출 10개 팀 선정,4
ynat-v1_train_02398,)[-O어@`코로나 신KY확진I 수 x[만Sf심은 금물,"코로나 확진, 심리적 불안은 금물",3
ynat-v1_train_02400,삼성 중소기d 신사업 모- 돕는다…우)기술wW명yw~최,"삼성, 중소기업 신사업 지원",4
ynat-v1_train_02401,"r카Dd블록체인 m""폼vQp이- %(",블록체인 폼 출시,4
ynat-v1_train_02402,김학&U경Z일보 n임$편집국장,김학경 일보 편집국장,3
ynat-v1_train_02404,올n)이Z분야 1q;체 |UL업E 126개W&/·3V억YM원,올해 분야 1위 업체 126억원,5
ynat-v1_train_02405,페루 대\령 정p\d x개 위nwxl(i^·총선d제안,페루 대통령 총선 제안,6
ynat-v1_train_02406,"위'} 스I^sC(S 먹통n사태 ZZP드 앞날의 ,)름S까","위기의 S(S 먹통 사태, 앞날은 암울",4
ynat-v1_train_02410,@간 Vg 히: !드·gn지}않고.야,간 Vg 히: !드·gn지}않고.야  ->  **간 Vg 히: 드러나지 않고**,0
ynat-v1_train_02412,"T*#서 한국 o손…2년j*속W외dj""투- ;위",한국 손실 2년 연속,5
ynat-v1_train_02413,"전W;참c 이nd 유j]""m객ie((우려` ?<. 개조","전문가, 우려 개조",6
ynat-v1_train_02414,손6) 대화 로봇 $드세요{네이)=챗봇 빌더 @개,"챗봇 빌더, 대화 로봇 시장 진출",4
ynat-v1_train_02417,"q,b매[R동-^(U체험 7갑산얼!분수J.",VR 체험 7갑산 얼! 분수,0
ynat-v1_train_02420,한진칼 1천k00억H단기_입 )o…경X% 방어 Y수,"한진칼, 1000억 규모 단기 방어 수",5
ynat-v1_train_02423,수능?끝나고&관람오세i /|노uu관<수험9I무료t혜택,수능 끝나고 무료 관람 혜택,0
ynat-v1_train_02424,#계의w숙제 소수 b미의 수수께끼_풀릴까,"계의 수수께끼, 풀릴까?",0
ynat-v1_train_02425,-한날씨tN남 x{r에 =,오늘 날씨 흐림,0
ynat-v1_train_02426,스마\폰과J경쟁7려IT혁x해D…새W운^S장 6 f,"스마트폰 경쟁 심화, IT 혁신 주도",4
ynat-v1_train_02428,r름끼d도록 @2qe\!\사방 Q영$ &N세 w~X,사방 Q영 세상 w~X,3
ynat-v1_train_02432,필라델1아;`%X린 꺾고 11연승I;명y두 S(수 득:종:,"필라델피아, 11연승 달성",1
ynat-v1_train_02433,"정R 관계,r다섯S: 무수'*150J가량 ]행…G중폭발b@",정치 관계 악화: 무수한 폭발 위협,2
ynat-v1_train_02437,이스라엘v정보당국 ME스+인인 5S@[e러 _의로 1포,"이스라엘 정보당국, ME 스파이 활동 규탄",6
ynat-v1_train_02439,"더h주 우a호F,내Q표 D행Kc내a규 상지k 방문","주요 방문객, 내규 상지 방문",2
ynat-v1_train_02441,구글 웨어러1 ?{I안드'이드 sE를?웨d O^' 명칭 변경,"구글 웨어 OS, 안드로이드 웨어로 명칭 변경",4
ynat-v1_train_02442,9살 학대 )동 4층P베란다 난간to3 넘어 목숨 건9맨발 _출,"9살, 아파트 베란다 난간 넘어 추락",3
ynat-v1_train_02447,qT 라~w렌즈YX마-H에 =이터t제한 q능o추가,렌즈 제한 기능 추가,4
ynat-v1_train_02449,"VT,50z 4s &전x]b 요+제|출시…@Gp1등!""겠다",VT50z 4s 출시 임박! 1등 목표!,4
ynat-v1_train_02451,아트@O V4[c미i m9,"##  ""아트 V4 출시""",4
ynat-v1_train_02453,최저임W위 퇴장 |견하는 한국I총 위원B,,2
ynat-v1_train_02458,온라. l? 3학H 입9H]비{,3학년 입학 비율 급증,3
ynat-v1_train_02460,\국에서rl안@ 네이버 a파고 오프G인 z역 !시,네이버 파고 오픈 이벤트 개최,4
ynat-v1_train_02462,?#|월* J9l월째:경상수지 흑자…Q자폭은J1..8%qAT,9월 경상수지 흑자 지속,6
ynat-v1_train_02463,게시Z NH6 터r기J'S /력Kd rF,터키 대통령 선거 결과 발표,3
ynat-v1_train_02466,신간`조총~ ~부,신간 '조총' 출간,0
ynat-v1_train_02467,대전시 내년 생'임[ .급 a만T>2원으로 `정,대전시 내년 생활임금 2만원으로 확정,3
ynat-v1_train_02469,'시판 S}}_콤 5GX 부ge/크에2 7uK }s,SK 콤팩트 5GX 출시,0
ynat-v1_train_02470,5反난WU선)y{비니$ 동맹Pkv의회 U탈리4 5거j압승,"5개 반대 의원, 동맹 Pkv 의회 탈퇴 압승",6
ynat-v1_train_02471,오q지라이프{임원들 6사주y매각;보도는 사실무b,오지라이프 임원들 6개월 만에 매각: 보도는 사실무근,3
ynat-v1_train_02472,상상인 3분4 영업익 436QK…66% 증가,"상상인, 3분기 영업익 66% 증가",5
ynat-v1_train_02473,v준우 \인 성적 필요 *어…5위 F[만 g각한다,"준우, 성적 5위 굳건히 지켜",1
ynat-v1_train_02474,",차산업혁명위원^ 첫 회의…v람 중심1정책&립 (의",4차 산업혁명 위원회 첫 회의… 람 중심 정책 논의,3
ynat-v1_train_02476,"푸틴 .리아 철군 계획 ""사드x 사전 협의0아사드' R8","푸틴, 시리아 철군 계획 협의",6
ynat-v1_train_02477,"김관영 드루5}_z q,기간 연, D지하{ 검:x o","김관영, 기간 연장 검토",2
ynat-v1_train_02478,오r'E여전히 24U정선·의성U^9.1도 서울8xA5&도종j,"서울 9.1도, 정선·의성 24도",0
ynat-v1_train_02480,XE 2안하게 여행할S수 V| {광rs a5./|A지원,XE 2안전하게 여행할 수 있도록 지원,2
ynat-v1_train_02481,i이스%Fd발1 q뮤니t P벨로f RO}국R e범,뮤니티 P벨로f RO}국R e범,4
ynat-v1_train_02484,"갤,트7x계기 안4m 강=…삼L QS8e신*n )고 )심","갤럭시 S7 엣지, 삼성 갤럭시 S8 출시 임박",4
ynat-v1_train_02492,10대그8 v장사^토지가액 73조…현대차 최고 땅C자,"현대차, 73조 토지 확보…최고 땅값 경신",5
ynat-v1_train_02493,6라지는 떠돌이t돈…?구Z예pW증가율u8년j만에 최?,6라지 증가율 8년 만에 최고,5
ynat-v1_train_02495,q부 개'공pbS:?전?중C…北I·c사일)첫 4R제2종=2보,"북한, 사일로 첫 발사 4R 제2종",2
ynat-v1_train_02496,수호신 리베라 사상 R 4장일o로 MUB 명예의 q_ 입성,"리베라, MUB 명예의 전당 입성",1
ynat-v1_train_02498,LGU> 컴저C은4과 '고 연 t% 금리 적금 출시,"LGU+, 연 4% 금리 적금 출시",5
ynat-v1_train_02501,C1 주식J ^드서G12)/yIk자금J순A출,C1 주식 자금 순출,5
ynat-v1_train_02502,햇Q론12 한도 4C억으로O^cHk34%</nH청4a살T7출시종합D보,"햇살론 12, 한도 4억으로 출시",5
ynat-v1_train_02503,아>로z맨시티 Z] 677골…28년 TL 구단 최)'_`이,"로맨시티, 677골…28년 TL 구단 최다",1
ynat-v1_train_02505,kN3돋}| 북 고위급 태Py 귀O…탈s할 k밖a,,2
ynat-v1_train_02507,신간 tU &신q의PS자인{{행복g 비^,신간 '행복' 출간,0
ynat-v1_train_02509,캄R(아d?일본6 5명 택시 `O살인 혐의6B!포,일본 택시 기사 살인 혐의,6
ynat-v1_train_02514,주Ia탄o 한국총영사관t한국 애니메이션의 Z 개u,"한국총영사관, 한국 애니메이션 홍보",6
ynat-v1_train_02516,"q복 어t 발견 n(""h남방I80I .상Io8해r낚시C지fP","복어 발견, 남해안 낚시꾼들 주의",3
ynat-v1_train_02517,아이폰X 수급 다소 호AyD기기간 1주 단g,"아이폰X 수급, 1주일 단위로 호전될 듯",4
ynat-v1_train_02519,코z나0:i9규직Zj정규직 E문R비교,코딩: 정규직 vs 비교,3
ynat-v1_train_02521,우리b행v왕조 계x된bf[농구…변화의 시기에=(면하Q,"왕조의 변화, 농구계 뜨겁다",1
ynat-v1_train_02522,e]오*-지?AR표_oI는 7행 CM t반9a술,"7행 CM, 9a술  표현 논란",4
ynat-v1_train_02523,월드컵 r안하|는 말/반%한G손흥' 울지c않으려고H..,"손흥민, 월드컵 눈물 참아",1
ynat-v1_train_02526,환율r동 걱I없이 Q금jF/A >~통uHmN서비스{/c,환율 걱정 없이 통화 서비스,5
ynat-v1_train_02528,"SKTy5""""S4' l00만명1K /파…5Gx비`>개시 14q2~만","5G 서비스 100만 명 돌파, 14년 2분기부터 본격화",5
ynat-v1_train_02529,"5 신흥시장 상/이 C드H 2색화…,$에E많F y8점","5개 신흥 시장, C드H 2색화",6
ynat-v1_train_02530, EH ' 잃은 세m인`게W삶의t방향,잃어버린 삶의 방향,0
ynat-v1_train_02531,IS 지중해 |$할 해상N력 꿈꿔…w실화시 운송·3<'비상,"IS, 지중해 해상력 꿈꿔…실화시 운송·3D 비상",6
ynat-v1_train_02532,통신사K4}스u품06zGq기s쉬x6M,통신사 K 상품 출시,4
ynat-v1_train_02533,"Fv1Mx·비^w:=입…주l사업,기 전=q 위축","입주 사업, 경기 위축",5
ynat-v1_train_02540,"커F·빵과 ,W 즐거운^공3을…부산 라라라y스티벌 p{",부산 라라라 스티벌 개최,0
ynat-v1_train_02545,?주선9V*0주O`1p위=UK자의 날 ?U식,"주식 시장, 오늘 하루는 어떻게 될까?",3
ynat-v1_train_02549,M1UU북u]위성 S사U계획w|보…시기B0Q 밝혀2$,"위성 S사 계획, 보안 시기 밝혀졌다",2
ynat-v1_train_02552,%;{Z <i중  드논: 첫 언급…靑ny.시 활용,"청와대, 첫 언급…'시' 활용",2
ynat-v1_train_02554,[3대통9 신Wn,3대 통신사 신규 서비스 출시,2
ynat-v1_train_02565,美 日관련\유조선}공격범 79 지목z자k_정부 당',美 日 관련 유조선 공격범 79명 지목,6
ynat-v1_train_02566,베스트셀러 (세이t곰돌이 c N복C 일은 매일Q`어 인기,"베스트셀러, 매일 인기",0
ynat-v1_train_02567,O토N미군 폴란드에 Z참7지cqgZ계^t무기·k약)보관,미군 폴란드에 무기 보관,6
ynat-v1_train_02568,"손흥민p스카이스포< t정 GO7 -00,중 H7위…아d아 유일","손흥민, 스카이스포츠 선정 EPL 7위",1
ynat-v1_train_02570,中지방정M 유엔제7 허9범k서R대북경1 강화 VnA,"중국, 유엔 제재 강화",6
ynat-v1_train_02571,왜 A대z;A 내4NoZs 안 :<6면 못'%b.Q{가,"A대z;A 내4NoZs 안 :<6면 못'%b.Q{가  ->  A 대표, 6면체 못 만들어",5
ynat-v1_train_02573,4외rud 유Au는P아동=란+ 2l9r ~PCg단,유아동 위한 PC 게임 공개,3
ynat-v1_train_02574,"朴대통u ,4일 장?2관 t8숍(bK위7 국정Y력 /E","朴 대통령, 4일 장관 회의",2
ynat-v1_train_02575,R*_jz·)침 공]기준'나왔다Pu구자 ]정부담k,침공 기준 나왔다: 정부 답변,5
ynat-v1_train_02577,랜섬웨어i국내k!해 신고j4; 추\5총 1?건q[,,3
ynat-v1_train_02580,박상R·w}욱 c 시B 6권 현대문학 *s시 즈 첫^출간,"박상욱 시집 6권, 현대문학에서 첫 출간",0
ynat-v1_train_02581,"&명의z스H덴) 캡틴 ,랑크9스트 H어8 산E","캡틴, 랭킹 9위",1
ynat-v1_train_02582,국제k호단체HrUTs 유엔 테&단체 1정 움직f에k우려,"국제기구 유엔, 1정 움직임에 우려",6
ynat-v1_train_02583,"박!C·김재F-홈런 폭발…두, 한[m 142s대k","박C 김재F 홈런 폭발, 두산 승리",1
ynat-v1_train_02585,Y성 갤fD워}:골K o디션 W6…@디 기$ND 탑재,"Y성 갤럭시, 디지털 탑재",5
ynat-v1_train_02587,구마모WH?진G고Uo대지S급^진동에도 O망자는W700분#R1,규모 7.0 지진에도 700명 사망,6
ynat-v1_train_02589,나비 v천마리가BlK에b 에+*드n|리% 나 Nc P픈,나비 천 마리가 봄에 날아다닌다,0
ynat-v1_train_02591,영문 0:m공직자W신고: 병({U9 인\넷 발급z가능,공직자 신고: 병원 발급 가능,3
